Player Name;Team Position;Position;7M Save;6M Save;9M Save;Wing Save;Pivot Save;Fastbreak Save
Rebmann Daniel;FAG;GK;0;1;4;0;2;2
Klein Sebastian;FAG;GK;0;0;1;0;0;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0
Lesjak Urban;HAN;GK;0;5;4;2;0;0
Simic Nebojsa;MTM;GK;2;1;2;1;0;0
Heinevetter Silvio;MTM;GK;0;2;1;0;0;0
Ebner Domenico;HAN;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;0;1;3;2;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;1;0;0;2;0
Saeveraas Kristian Skinstad;LEI;GK;0;1;1;0;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;8;1;4;1;1
Klimpke Till;WET;GK;0;5;3;1;0;0
Komok Gennadiy;WET;GK;0;0;0;2;0;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;2;1;1;1;0;2
Ziemer Martin;HCE;GK;0;2;1;2;1;0
Sonne0Hansen Kim;HCE;GK;0;1;0;0;0;0
Jensen Mike;SCM;GK;0;0;1;0;0;0
Pesic Ivan;TVB;GK;0;4;1;3;2;2
Semisch Malte;GWD;GK;0;1;2;3;2;1
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Birlehm Joel;RNL;GK;1;6;4;3;3;0
Rudeck Christopher;BHC;GK;1;4;1;1;2;1
Mrkva Tomas;BHC;GK;0;0;0;0;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;0;0;0;0;0
Johannesson Peter;TBV;GK;1;1;5;1;0;0
Ruminsky Mario;HBW;GK;0;0;1;3;1;0
Sejr Jensen Simon;HBW;GK;0;3;0;0;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;0;3;8;1;0;1
Rezar Aljosa;NLB;GK;0;0;4;3;0;1
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Asheim Havard;NLB;GK;0;0;0;0;0;0
Ruminsky Mario;HBW;GK;2;3;1;2;3;0
Lesjak Urban;HAN;GK;0;1;1;2;0;0
Ebner Domenico;HAN;GK;0;1;0;1;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Ferlin Klemen;HCE;GK;1;1;5;2;1;0
Klimpke Till;WET;GK;0;1;0;2;0;1
Sonne0Hansen Kim;HCE;GK;0;0;1;0;0;0
Komok Gennadiy;WET;GK;0;0;0;0;0;0
Zecher Finn;TBV;GK;0;2;5;1;1;1
Birlehm Joel;RNL;GK;1;2;3;1;0;0
Appelgren Mikael;RNL;GK;0;0;3;0;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Johannesson Peter;TBV;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;1;4;1;4;1;1
Rebmann Daniel;FAG;GK;0;3;0;2;1;0
Kastelic Urh;FAG;GK;0;1;1;0;0;0
Vortmann Jens;HSV;GK;1;0;0;0;0;0
Semisch Malte;GWD;GK;0;5;8;3;1;0
Mrkva Tomas;BHC;GK;0;5;5;0;1;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Rudeck Christopher;BHC;GK;0;0;0;0;0;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;0;0;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;1;7;2;0;0
Simic Nebojsa;MTM;GK;0;3;2;1;0;1
Heinevetter Silvio;MTM;GK;0;0;1;0;1;0
Jensen Mike;SCM;GK;0;0;0;0;0;0
Quenstedt Dario;THW;GK;0;2;1;0;4;0
Rezar Aljosa;NLB;GK;4;0;0;1;0;0
Asheim Havard;NLB;GK;0;2;1;0;1;0
Landin Jacobsen Niklas;THW;GK;0;1;0;1;0;0
Møller Kevin;SGF;GK;0;4;7;1;1;1
Vujovic Miljan;TVB;GK;1;1;0;3;0;0
Pesic Ivan;TVB;GK;0;1;0;2;0;1
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;4;6;5;1;0
Thulin Tobias;TVB;GK;0;1;5;5;5;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Vujovic Miljan;TVB;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;0;0;0;0;0;0
Johannesson Peter;TBV;GK;2;4;4;0;3;0
Simic Nebojsa;MTM;GK;1;1;4;0;3;1
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;0;4;4;3;0;0
Ebner Domenico;HAN;GK;1;3;3;1;1;1
Lichtlein Carsten;GWD;GK;0;0;0;1;0;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;1;1;2;4;1;0
Sejr Jensen Simon;HBW;GK;1;3;3;0;0;0
Ruminsky Mario;HBW;GK;0;0;2;0;0;0
Komok Gennadiy;WET;GK;1;0;0;0;0;0
Møller Kevin;SGF;GK;0;0;6;1;4;0
Landin Jacobsen Niklas;THW;GK;1;2;3;2;1;0
Buric Benjamin;SGF;GK;1;0;0;0;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Mrkva Tomas;BHC;GK;0;0;4;3;2;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;2;6;0;1;0
Rudeck Christopher;BHC;GK;0;0;2;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;1
Milosavljev Dejan;BER;GK;2;3;5;1;1;0
Ferlin Klemen;HCE;GK;0;2;3;3;0;0
Ziemer Martin;HCE;GK;0;0;0;0;0;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Rebmann Daniel;FAG;GK;1;1;6;1;2;0
Asheim Havard;NLB;GK;1;1;2;6;0;0
Rezar Aljosa;NLB;GK;0;0;0;0;0;0
Klein Sebastian;FAG;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;8;0;4;0;0
Vortmann Jens;HSV;GK;0;2;0;3;1;1
Jensen Mike;SCM;GK;2;0;0;0;0;0
Bitter Johannes;HSV;GK;0;0;0;0;0;0
Jensen Mike;SCM;GK;0;2;6;2;0;1
Ruminsky Mario;HBW;GK;0;3;1;1;1;0
Sejr Jensen Simon;HBW;GK;2;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;0;0;0;1;0
Rebmann Daniel;FAG;GK;0;7;3;2;2;0
Birlehm Joel;RNL;GK;0;5;3;1;2;0
Appelgren Mikael;RNL;GK;0;1;0;0;0;0
Buchele Julian;FAG;GK;0;0;0;0;0;0
Thulin Tobias;TVB;GK;0;1;3;1;0;0
Rezar Aljosa;NLB;GK;1;1;2;0;0;0
Vujovic Miljan;TVB;GK;0;2;1;0;0;0
Asheim Havard;NLB;GK;0;0;1;1;0;0
Pesic Ivan;TVB;GK;1;0;0;0;0;0
Simic Nebojsa;MTM;GK;1;2;3;3;0;1
Rudeck Christopher;BHC;GK;0;0;4;1;0;0
Mrkva Tomas;BHC;GK;0;2;1;0;1;0
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Komok Gennadiy;WET;GK;0;3;3;3;2;1
El0Tayar Mohamed Essam Moustafa;LEI;GK;1;3;2;1;4;0
Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0
Suljakovic Anadin;WET;GK;0;0;0;0;0;0
Vortmann Jens;HSV;GK;0;2;0;2;2;1
Landin Jacobsen Niklas;THW;GK;1;0;3;1;1;0
Bitter Johannes;HSV;GK;1;0;2;0;1;0
Quenstedt Dario;THW;GK;1;0;2;0;0;0
Ferlin Klemen;HCE;GK;1;4;1;2;0;0
Ebner Domenico;HAN;GK;0;5;0;1;0;1
Sonne0Hansen Kim;HCE;GK;0;0;0;0;0;0
Wernlein Felix;HAN;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;3;6;3;1;1
Semisch Malte;GWD;GK;0;1;3;2;0;1
Lichtlein Carsten;GWD;GK;0;0;1;0;0;1
Genz Fredrik;BER;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;0;4;5;0;0;2
Johannesson Peter;TBV;GK;0;2;6;0;2;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;0;5;6;0;2;0
Mrkva Tomas;BHC;GK;0;1;2;3;2;0
Rudeck Christopher;BHC;GK;1;0;0;0;0;0
Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;1;4;6;2;3;1
Appelgren Mikael;RNL;GK;0;3;4;1;1;0
Birlehm Joel;RNL;GK;0;0;0;1;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;0;4;6;1;0;0
Suljakovic Anadin;WET;GK;0;2;2;0;0;1
Komok Gennadiy;WET;GK;0;1;1;0;0;0
Simic Nebojsa;MTM;GK;0;0;0;0;0;0
Rebmann Daniel;FAG;GK;0;9;5;1;1;0
Johannesson Peter;TBV;GK;0;3;1;0;1;0
Zecher Finn;TBV;GK;0;1;1;0;0;0
Kastelic Urh;FAG;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;3;2;3;0;1
Ruminsky Mario;HBW;GK;0;1;2;2;2;1
Genz Fredrik;BER;GK;0;0;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;1;1;5;1;0
Jensen Mike;SCM;GK;0;0;3;0;1;1
Green Krejberg Jannick;SCM;GK;0;0;0;0;1;0
Saeveraas Kristian Skinstad;LEI;GK;0;0;0;1;0;0
Semisch Malte;GWD;GK;0;1;8;0;2;0
Ferlin Klemen;HCE;GK;0;2;2;2;1;0
Sonne0Hansen Kim;HCE;GK;0;0;1;1;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Rezar Aljosa;NLB;GK;0;0;0;0;0;0
Ebner Domenico;HAN;GK;0;0;0;0;0;0
Wernlein Felix;HAN;GK;0;0;0;0;0;0
Asheim Havard;NLB;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;0;5;6;3;1;2
Vujovic Miljan;TVB;GK;3;2;4;1;2;0
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;0;0;0;0;0;0
Quenstedt Dario;THW;GK;0;2;6;2;1;0
Rebmann Daniel;FAG;GK;0;1;1;0;0;1
Landin Jacobsen Niklas;THW;GK;1;0;1;1;0;0
Klein Sebastian;FAG;GK;0;0;2;0;0;0
Birlehm Joel;RNL;GK;0;5;6;1;1;0
Green Krejberg Jannick;SCM;GK;0;0;4;2;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;0;0;0;0;0
Jensen Mike;SCM;GK;0;0;0;0;0;0
Ebner Domenico;HAN;GK;0;4;6;0;0;1
Saeveraas Kristian Skinstad;LEI;GK;0;7;1;3;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;1;0;0;0;0;0
Wernlein Felix;HAN;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;2;6;5;2;4;2
Milosavljev Dejan;BER;GK;1;5;7;1;0;1
Genz Fredrik;BER;GK;0;0;0;1;0;0
Bendiks Bo Asmuss;SGF;GK;0;0;0;0;0;0
Komok Gennadiy;WET;GK;0;1;3;2;3;0
Semisch Malte;GWD;GK;0;2;1;3;1;2
Suljakovic Anadin;WET;GK;0;0;0;1;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;2;0;3;1;3;2
Johannesson Peter;TBV;GK;1;1;1;1;2;1
Maier Jonas;HSV;GK;0;0;0;0;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;1;3;1;3;1;0
Heinevetter Silvio;MTM;GK;1;0;3;0;0;0
Thulin Tobias;TVB;GK;0;1;2;0;1;0
Pesic Ivan;TVB;GK;0;0;2;0;0;0
Vujovic Miljan;TVB;GK;0;0;0;0;0;0
Asheim Havard;NLB;GK;1;3;3;6;0;1
Mrkva Tomas;BHC;GK;0;3;4;1;2;0
Rezar Aljosa;NLB;GK;0;0;0;0;0;0
Rudeck Christopher;BHC;GK;0;0;0;0;0;0
Sonne0Hansen Kim;HCE;GK;0;0;3;0;2;0
Sejr Jensen Simon;HBW;GK;0;0;0;2;1;0
Ferlin Klemen;HCE;GK;1;0;0;0;0;0
Ruminsky Mario;HBW;GK;0;0;0;0;0;0
